fips,state,county,rate_mort_period1,rate_vaccination
16031,Idaho,Cassia,0.08111944838775097,0.30707767187183127
16039,Idaho,Elmore,0.027907625758738574,0.3685550826763413
16045,Idaho,Gem,0.06275166030434555,0.326151754431836
16047,Idaho,Gooding,0.08334401846390563,0.3469675599435825
16049,Idaho,Idaho,0.09068375551659513,0.26878665135118796
16051,Idaho,Jefferson,0.03560907707746593,0.32290958531611147
16053,Idaho,Jerome,0.061888847629657136,0.36039938936337007
16055,Idaho,Kootenai,0.05952311480958439,0.37696222032889437
16057,Idaho,Latah,0.007591669408102842,0.5016322089227421
16065,Idaho,Madison,0.018898947328633793,0.3278967361517963
16067,Idaho,Minidoka,0.09716374404293712,0.32258363022255127
16069,Idaho,Nez Perce,0.09978617248752673,0.44792112140650986
16075,Idaho,Payette,0.07878358150161507,0.25963129283857245
16083,Idaho,Twin Falls,0.11882815449881172,0.38834595651111653
17001,Illinois,Adams,0.09583643914386114,0.48893317309886364
17005,Illinois,Bond,0.08968609865470852,0.4812556053811659
17007,Illinois,Boone,0.10103277952402336,0.54230279898218825
17011,Illinois,Bureau,0.18649981951630368,0.508964023583203
17015,Illinois,Carroll,0.17832123296395364,0.5133740924722965
17019,Illinois,Champaign,0.036431642095548056,0.5811526971559031
17021,Illinois,Christian,0.15573577809120828,0.40893864598025387
17023,Illinois,Clark,0.1423487544483986,0.43487544483985763
17027,Illinois,Clinton,0.1951272392205751,0.524539960432532
17029,Illinois,Coles,0.14296993363634422,0.4469624223801293
17031,Illinois,Cook,0.1410281902841813,0.615029055787833
17033,Illinois,Crawford,0.11242571872155896,0.44247550725413565
17037,Illinois,DeKalb,0.059749053973312094,0.5267874925313683
17039,Illinois,De Witt,0.1288992008249549,0.48440319670018045
17041,Illinois,Douglas,0.10638297872340426,0.42806484295846
17043,Illinois,DuPage,0.09690452224676994,0.6768877354678056
17045,Illinois,Edgar,0.1482272026562315,0.43810032017075773
17049,Illinois,Effingham,0.12403369101188415,0.4311468789661936
17051,Illinois,Fayette,0.1908041697691735,0.3170606850335071
17055,Illinois,Franklin,0.10051846365463973,0.4159877261665432
17057,Illinois,Fulton,0.06248326341158618,0.532446666071588
17063,Illinois,Grundy,0.06281765747244589,0.494298821693031
17067,Illinois,Hancock,0.11350737797956867,0.4399545970488082
17073,Illinois,Henry,0.07710413115818521,0.5348997646294944
17075,Illinois,Iroquois,0.15511319570114857,0.45289359973409166
17077,Illinois,Jackson,0.08305961415033791,0.5064937516517537
17081,Illinois,Jefferson,0.17783525988198207,0.4080780319564573
17083,Illinois,Jersey,0.13015991074748978,0.5109241353663072
17085,Illinois,Jo Daviess,0.10437939641479464,0.6095756750624007
17089,Illinois,Kane,0.1041581965530994,0.6074204002927271
17091,Illinois,Kankakee,0.12557905899425126,0.4645587989060669
17093,Illinois,Kendall,0.049291342165330744,0.5814634220324716
17095,Illinois,Knox,0.19612944543398644,0.5283286969399804
17097,Illinois,Lake,0.10093204655473148,0.6582449302994924
17099,Illinois,LaSalle,0.16232285834138868,0.28478542377209143
17101,Illinois,Lawrence,0.13743455497382198,0.3962696335078534
17103,Illinois,Lee,0.1581490701420413,0.5367110850783423
17105,Illinois,Livingston,0.13681418400111686,0.4591093117408907
17107,Illinois,Logan,0.1393504126916068,0.5083788901990209
17109,Illinois,McDonough,0.1652103678684191,0.48744401204200016
17111,Illinois,McHenry,0.059311025081472075,0.5907829377653282
17113,Illinois,McLean,0.044456403476958714,0.575868362249494
